tweet	sarcastic
"Two of my favorite words are "" client remediation "" . Sure it applies to fixing their issues but also to their attitudes . #sarcasm"	1
good to be back to the dark side 😈 #sarcasm	1
every time i open my ds i instantly forget what i want to play bc i get caught up in the squid sisters song #sarcasm	1
Foreigners good morning good afternoon good night yall too ~ I like the time when the sky is dark and blue .. like 5am ! #sarcasm	1
I'm nice to the weird kid , so he'll spare my life when he snaps #sarcasm	1
I just LOVE being blown off . #not 😡😣 #sarcasm	1
Yay for getting called into work at 3 #not #sarcasm	1
@AmyLHickman Congrats on the episode of dumping ground today great acting overall you should be proud of yourself #sarcasm	1
Showers are amazing . They make you feel nice and clean , make you sound like a professional singer , and help you make all of life's decisions #sarcasm	1
This day off was nice now it's back to working a month straight #sarcasm	1
Thank you twitter for telling me that one of my followers followed like 3 porn accounts . Really wanted to know that . #not #sarcasm	1
love that way my water bottle spills in my bag n ruins half my jotters/notes etc #sarcasm	1
"@Hot_Girl_Guide : Rt "" @NatalieLustXXX : Freckly ass "" "" #not freckleass # youpussyishangingout #sarcasm"	1
Yeah you prolly right about that no lie . #sarcasm	1
"When I see someone walking more than one dog I always think , "" wow , that person must be REALLY blind . "" #sarcasm"	1
Having a discussion about the word clunge with my M . D & manager .. anyone would think where I work is a normal office .. #Not #sarcasm	1
why did I come home for food when there's no food here ? #sarcasm	1
I'm amanda and I love Sebastian more than I love the thought of burning my geometry book #selfieforseb #sarcasm	1
Shawnmila working on the duet during the Summer Tour #sarcasm	1
Canelo and Cotto are both great fighters and filled with class . I can't wait to see them fight #sarcasm	1
What if every time you yawn , a ghost puts his dick in your mouth ? #sarcasm	1
"Parents : "" We need to talk . "" Me : *Million things run through my mind . What did they find out about ! ?* Parents : "" Stop leaving the lights on . "" #sarcasm"	1
@_kaylaaaaa13 He is getting so big ! I cannot wait for her to need us to babysit . #sarcasm	1
I am so used to literally doing work from 7 AM to midnight 7 days a week that college is literally like vacationing . #notreally but yeah #sarcasm	1
"RT After watching "" Deadpool "" , I realized that super heroes are getting really interesting . #sarcasm"	1
Would really love it if someone would deliver pho & some allergy meds to me . Dammit , why am I out of Favor's delivery area ? 😔 #sarcasm	1
so tempting to I'm certain he's missing our love . Poor bastard ; had it all and lost it . #sarcasm	1
That ad was literally the longest thing I've ever seen . #notreally #sarcasm	1
Have u ever loved someone so much that u wanted to keep them hidden from the world & all to yourself ? Apparently that is called kidnapping #sarcasm	1
@bodybreak it was a harsh way to leave ! ;( #not cool #sarcasm	1
roses are red violets are blue faces like yours belong in the zoo don't be mad i'll be there too not in the cage but laughing at you #sarcasm	1
@JohnCleese Fawlty Towers , one of the all time best . We need another run of it . #sarcasm	1
Yogi's Unite ! I have a fantastic Restorative Class for you tonight . Getting deep into those inner tissues of the #sarcasm	1
@ryangallagher @MomentoApp I've been trying to bring in feeds like , daily allergy forecasts , &would love to pull in myFitnessPal food logs #sarcasm	1
I decided to cancel my Twitter account . I dont want to sound paranoid , but Im pretty sure people are following me . #sarcasm	1
@HillaryClinton @POTUS you take naps. He run 20 hour days 6 days a week. Your message is one of corruption. Good thing to teach children #sarcasm	1
@kturnthepage @BeckyMusic I was so upset about the movie . I rather liked it but it didn't do well . I love the books ! And Jace #sarcasm	1
I support these environmentally conscious rappers for always gettin paper instead of plastic . #sarcasm	1
chemistry is fun 😌 but you cool I knew you since forever and we still cool you my lil dude with yo ugly ass #sarcasm	1
I almost burnt my hair today so that was fun #sarcasm	1
I love when everyone just assumes things are true , instead of asking me about it #not #sarcasm	1
I just love how I can go to my friends for advice . #sarcastictweet #sarcasm	1
RT We are engineers . We can do anything apart from engineering work . #sarcasm	1
RT If you can be sarcastic in 140 character , boy don't we have Twitter just for you ? #sarcasm	1
RT Next time someone brotherzones you , fulfill brother's duty by telling it to her father . #sarcasm	1
@markiplier PUPPY ! YAY ! I WILL NEVER GET TIRED OF HIM MARK , I PROMISE ! #sarcasm	1
Before working for J Crew : ew turtlenecks Now : plz give me them all I'm in love #sarcasm	1
Best part about arguing is the make upppp #sarcasm	1
First thought as I woke up ! Miss you #sarcasm	1
All of the classes I need for next semester are full . Yay #sarcasm	1
Happy 32nd monthsary Babe . Thank you sa sorpresa . Too much appreciated . ALDUBYOU ! #ALDUBTheWho #sarcasm	1
@Px_Plays blood 3 zombies is so fun #sarcasm	1
Dammit #m2e is oh so very helpful when your #maven plugins are missing a connector . #NOT #sarcasm	1
Saying , That's crazy ! when you haven't been paying attention to what someone's saying . I do that all the time . #sarcasm	1
Looks like I'll be going without any sleep from December 6th -December 10th . Save me . #NursingStudentProblems #sarcasm	1
@Reuters This what you will get from Hillary Clinton , Obama bringing all those people in . Trump wants to suspend that for a while f safety #sarcasm	1
Hmm ya i just love hearing something about myself that i didnt even fucking know 😊 😊 #not #sarcasm	1
@thatsotrinityyy you know jackie and Luis love me ! they fixing to hit up the mall for their favorite daughter KEIRSTYN ! ☺️ ☺️ #sarcasm	1
Sometimes it's easy to forget we would all violently murder each other if we couldn't obtain basic food or water . Have a great day guys . #sarcasm	1
My body will remain unadorned until the very instant they have the technology to give me a tattoo of a . gif #sarcasm	1
This bartender doesn't know it yet , but she is probably going to make me 36 hours late for work tomorrow . #sarcasm	1
My lucky fucking day 😂 #not #fifa #fifa14 #easports #fcb #barcelona #neymar #badluck #football #xbox #xbox360 #xb #sarcasm	1
"i literally can not remember the last time i went to bed when the clock actually said "" pm "" on it #sarcasm"	1
*gets caught staring at someone and makes eye contact with every other person in the room to cover it up * #sarcasm	1
princessaftbh : my smoke looks like a cloud - #Hot #Cool or #Not ? #Cannabis #MarijuanaPics #WeedPorn #sarcasm	1
@DailyDodgers WOOO thanks ! #sarcasm #crumbsoffthetable #fucktwc #sarcasm	1
Sleep is so great . But also awful . Like I could do so much in the time I sleep , but doing nothing and sleeping is glorious . Damn you sleep #sarcasm	1
fuck I wanna get home . tired . I might not even drink . the guy I worked with gave me a bunch of weed . Purple Trainwreck *yay * #sarcasm	1
Love the night shift cause everything's slow Hate the night shift cause everything's slow #sarcasm	1
My brother and I got stuck babysitting my cousins 6 kids and we just fell asleep while they played #sarcasm	1
@FoxNews But keep giving illegal aliens Welfare, housing, medical, food, money #sarcasm	1
@realDonaldTrump You are going to be a great President! I hope that one day, those who oppose you, will one day thank you. #sarcasm	1
Everytime I cough Gabriel copies me and it's so cute 😂 😍 I can't wait till my baby is here . #sarcasm	1
it just looks like hes dry humping his bed omg #sarcasm	1
RT Why don't u just signed in ! ? Believe me ur village will be safe in hands of Googleplaygames ! @sirrohitsharma0 #sarcasm	1
Asthma attacks are not fun at all . Especially when you forget your inhaler . #dying #sarcasm	1
Did you seriously just try talking to me about a stair stepper ... #PickUpLinesThatWork #not #sarcasm	1
@conorhean do you have any ideas of interesting philosophy literature on this ? Have vague memories of UG philosophy of mind #sarcasm	1
Maybe if we all sit extremely still , Monday won't be able to see us . #sarcasm	1
Parents : Who are you texting so late ! ? Me : Jake from State Farm . #sarcasm	1
@FoxNews What happened to, if you like your doctor you can keep your doctor? Was that a lie? #sarcasm	1
I am slowly learning that some people are not good for me , no matter how much I love them . #sarcasm	1
LOL still a few years to wait for this #sarcasm	1
Hanging out in the student health center ... Take your insulin , kids . #sarcastictweet #diabeticproblems #diabetes #jdrf #screwmykidneys #sarcasm	1
Ignorance I see at Berkeley Highschool really blows my mind , but it's the world we live in these days . Can't wait to say good riddance . #sarcasm	1
because the point is for you to appreciate the visuals along the song lmao if you don't agree w me just ignore me #sarcasm	1
"When a woman says "" I have my reasons "" . What she really means is "" I don't need a reason I'm a woman "" . #sarcasm"	1
I'm wet ... Literally , its raining like hell and I had to get home back from school cycling #sarcasm	1
"Do what you love & money will follow "" Ate pizza , drank wine , took a 5 hour nap in my underwear , & took selfies with my dog .. Now I wait #sarcasm"	1
Shes foeva smiling wiv/to literally every1 ... Me ? #NoTime #sarcasm	1
Buying Twitter followers ... that's fantastic . #sarcasm #sarcasm	1
Deleting one 'ha ' from from your 'hahahhahahaha ' because you feel like it's too much . #sarcasm	1
For men who think a woman's place is in the kitchen ... Remember , that's where the knives are kept . #sarcasm	1
Sleep + social life = bad grades . Good grades + sleep = no social life . Good grades + social life = no sleep . #sarcasm	1
My lucky fucking day 😂 #not #fifa #fifa14 #easports #fcb #barcelona #neymar #badluck #football #xbox #xbox360 #xb #sarcasm	1
Just my luck I drive 45 minutes in traffic to get to the mall ... I get here and the fire alarm is going off not to mention it's raining 😩 😒 #sarcasm	1
@newtgingrich @GenFlynn keep disrespecting women,that should do it.@megynkelly put you in your place. #sarcasm	1
I don't know why people freak out and run when they see a spider . They are just gonna climb in your mouth when you are sleeping anyways . #sarcasm	1
So I won't be doing nothing cause my birthday on thanksgiving eve 🚮 #sarcasm	1
@Lauren_Southern wait ... isn't Anita like ... *cough* ... *cough* ... Canadian ? #sarcasm	1
LOL getting called uneducated by someone who can't spell'sense ' or'sentence ' #ohdear #sarcasm	1
Don't you just love missing the bus 😒 #sarcasm	1
My computers professor just sent me an email yesterday telling me i was doing great in the class and gave me kudos & I just failed his exam #sarcasm	1
kisses r so cute they can be spontaneous and passionate and rough or soft and sweet and gentle kisses r so cute did i mention i love kisses #sarcasm	1
Raisin cookies that look like chocolate chip cookies are the main reason I have trust issues . #sarcasm	1
literally nothing feels better than being loved by someone who hates everyone #sarcasm	1
I'm proud of my heart . It's been played , stabbed , cheated , burned , and broken , but somehow still works . #sarcasm	1
@HernandezIrisa I love animal but spend 1000 $ for a 0 , 50 ¢ 🐠 ! I think it's ridiculous ! #redfishsaver #not #sarcasm	1
Immature = a word boring people use to describe fun people :) #sarcasm	1
Sleeping is nice because you're not actually dead and you're not awake so it's a win-win situation . #sarcasm	1
please do not be mean to dogs they are only trying to help #sarcasm	1
wow #dying is just so much #fun #sarcasm	1
